Sentence,Sentiment,cleaned_Sentence,Encoded_Sentiment,Sentiment_Polarity_Cleaned,Sentiment_Label_Cleaned,Sentiment_Label_Encoded
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral,capman six investment areas capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team funds,1,0.1,positive,2
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,combined net sales million ebitda million,1,0.0,neutral,1
Finland based Stockmann Group has closed seven franchising sports stores Nike in Russia .,neutral,finland based stockmann group closed seven franchising sports stores nike russia,1,-0.1,negative,0
"Our key geographical markets are Europe , Russian Federation , Middle East , South Africa and Japan .",neutral,key geographical markets europe russian federation middle east south africa japan,1,0.0,neutral,1
"In January November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",neutral,january november group sales totalled eur mn drop period,1,0.0,neutral,1
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",neutral,finnish diversified holding company aspo oyj said september sell finnish tape business kaukomarkkinat unit local oy telpak ab,1,0.0,neutral,1
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive,phew far good bbry break coz told key support level,2,0.26666666666666666,positive,2
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",negative,uncommonly weak snow conditions nearly every market affected first quarter result chief executive roger talermo said,0,-0.00833333333333334,negative,0
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,positive,tsla stock gaining steam plus notable moves week,2,0.5,positive,2
The value of the order is USD 2.2 mn .,neutral,value order usd mn,1,0.0,neutral,1
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,positive,combine renew contents functionality current systems funding online service well maintenance,2,0.0,neutral,1
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,thanks wide contact network good knowledge market business environment give great contribution development indian operations tells incap president ceo juhani hanninen,2,0.4,positive,2
The restructuring measures will not affect the production of packaging printing material .,neutral,restructuring measures affect production packaging printing material,1,0.0,neutral,1
The serial bond is part of the plan to refinance the short term credit facility .,neutral,serial bond part plan refinance short term credit facility,1,0.0,neutral,1
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,net cash flow operating activities negative eur mn compared eur mn corresponding period,0,-0.15,negative,0
It is now the leading private road ambulance service company in Finland .,positive,leading private road ambulance service company finland,2,0.0,neutral,1
$IDCC   $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,positive,idcc share total value company crunching g technology diamond rough,2,-0.05,negative,0
Operating loss landed at EUR39m including one offs and at EUR27m excluding one offs .,neutral,operating loss landed eurm including one offs eurm excluding one offs,1,0.0,neutral,1
$WFT closng higher from here,positive,wft closng higher,2,0.25,positive,2
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",positive,sales price sales gain mln euro mln recognized incap earnings,2,0.0,neutral,1
"ADP News   Apr 22 , 2009   Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",neutral,adp news apr finnish business information systems developer solteq oyj hel stqv said today net loss widened eur usd first quarter eur peri,1,0.125,positive,2
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,positive,mr lee said hoped neste move pave way collaboration projects two countries,2,0.0,neutral,1
Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,neutral,sanoma corporation wants new better frequency helsinki metropolitan area,1,0.2787878787878788,positive,2
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,aim understand different traffic patterns based use building,1,0.0,neutral,1
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive,newly created position established strengthen amer sports management strategic planning execution,2,0.13636363636363635,positive,2
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,finnish airline finnair starting temporary layoffs cabin crews february,0,0.0,neutral,1
"$ATVI ooks pretty bullish for now. from a short term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",positive,atvi ooks pretty bullish short term perspective got good chance maybe sliding back stocks investing,2,0.2375,positive,2
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,operating profit grain trading increased eur mn eur mn,2,0.0,neutral,1
Export declined by 6 percent to 16.4 million liters .,neutral,export declined percent million liters,1,0.0,neutral,1
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non Food Center KY , Rukax OY , and Scan Tukka OY .",neutral,koduextra operating retail chain stores controlled finnish non food center ky rukax oy scan tukka oy,1,-0.1,negative,0
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',neutral,uranium found locally naturally occurring makes sense extract way metals,1,0.1,positive,2
The parties have agreed not to disclose the transaction value .,neutral,parties agreed disclose transaction value,1,0.0,neutral,1
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral,elcoteq electronics manufacturing services ems business segment serves customers globally engineering manufacturing fulfillment services,1,0.0,neutral,1
